,season_1,season_2,yr,mnth_0,mnth_1,mnth_2,mnth_3,holiday,weekday,workingday,temp,atemp,hum,windspeed,cnt,weather_1,weather_2,weather_3
274,0,0,0,1,0,1,0,0,0,0,14.623347,17.26585,79.1667,14.874871,2918,0,1,0
275,0,0,0,1,0,1,0,0,1,1,15.750847,19.6023,76.0833,5.5841686,3570,0,1,0
276,0,0,0,1,0,1,0,0,2,1,19.850847,23.6429,71.0,13.792218,4456,1,0,0
277,0,0,0,1,0,1,0,0,3,1,22.071653,26.3569,64.7917,11.87575,4826,1,0,0
278,0,0,0,1,0,1,0,0,4,1,20.260847,24.02125,62.0833,9.041918,4765,1,0,0
279,0,0,0,1,0,1,0,0,5,1,20.944153,25.2202,68.4167,1.5002439,4985,1,0,0
280,0,0,0,1,0,1,0,0,6,0,21.388347,25.6621,70.125,3.0420814,5409,1,0,0
281,0,0,0,1,0,1,0,0,0,0,22.174153,26.19915,72.75,4.25115,5511,1,0,0
282,0,0,0,1,0,1,0,1,1,0,23.404153,27.14625,73.375,2.8343814,5117,1,0,0
283,0,0,0,1,0,1,0,0,2,1,23.233347,27.3048,80.875,9.583814,4563,0,1,0
284,0,0,0,1,0,1,0,0,3,1,22.276653,25.88585,90.625,16.62605,2416,0,0,1
285,0,0,0,1,0,1,0,0,4,1,24.155847,27.5902,89.6667,9.499729,2913,0,1,0
286,0,0,0,1,0,1,0,0,5,1,22.584153,26.48375,71.625,15.000161,3644,0,1,0
287,0,0,0,1,0,1,0,0,6,0,20.773347,24.93625,48.3333,17.291561,5217,1,0,0
288,0,0,0,1,0,1,0,0,0,0,20.978347,25.1577,48.6667,18.875039,5041,1,0,0
289,0,0,0,1,0,1,0,0,1,1,21.900847,25.53625,57.9583,11.750393,4570,1,0,0
290,0,0,0,1,0,1,0,0,2,1,21.8325,26.13605,70.1667,7.375829,4748,0,1,0
291,0,0,0,1,0,1,0,0,3,1,22.211299,25.6924,89.5217,16.303713,2424,0,0,1
292,0,0,0,1,0,1,0,0,4,1,19.509153,23.32625,63.625,28.292425,4195,1,0,0
293,0,0,0,1,0,1,0,0,5,1,17.5275,21.1798,57.4167,14.833532,4304,1,0,0
294,0,0,0,1,0,1,0,0,6,0,17.3225,21.2746,62.9167,6.2086689,4308,1,0,0
295,0,0,0,1,0,1,0,0,0,0,17.288347,21.11665,74.125,6.6673375,4381,1,0,0
296,0,0,0,1,0,1,0,0,1,1,18.996653,22.85335,77.2083,7.959064,4187,1,0,0
297,0,0,0,1,0,1,0,0,2,1,19.338347,23.16875,62.2917,11.166086,4687,1,0,0
298,0,0,0,1,0,1,0,0,3,1,19.850847,23.6423,72.0417,9.959014,3894,0,1,0
299,0,0,0,1,0,1,0,0,4,1,19.27,22.8523,81.2917,13.250121,2659,0,1,0
300,0,0,0,1,0,1,0,0,5,1,13.564153,15.9406,58.5833,15.375093,3747,0,1,0
301,0,0,0,1,0,1,0,0,6,0,10.420847,11.39565,88.25,23.541857,627,0,0,1
302,0,0,0,1,0,1,0,0,0,0,13.085847,16.06645,62.375,11.833339,3331,1,0,0
303,0,0,0,1,0,1,0,0,1,1,13.94,17.80315,70.3333,7.12545,3669,1,0,0
304,0,0,0,1,0,1,1,0,2,1,16.434153,19.8544,68.375,9.083257,4068,1,0,0
305,0,0,0,1,0,1,1,0,3,1,15.4775,19.50665,71.875,5.5001439,4186,1,0,0
306,0,0,0,1,0,1,1,0,4,1,16.741653,20.29605,70.2083,9.166739,3974,1,0,0
307,0,0,0,1,0,1,1,0,5,1,16.536653,20.1696,62.25,18.209193,4046,0,1,0
308,0,0,0,1,0,1,1,0,6,0,13.393347,16.1927,51.9167,12.667154,3926,1,0,0
309,0,0,0,1,0,1,1,0,0,0,14.281653,18.1179,73.4583,6.1676314,3649,1,0,0
310,0,0,0,1,0,1,1,0,1,1,16.195,20.04355,75.875,3.834075,4035,1,0,0
311,0,0,0,1,0,1,1,0,2,1,16.741653,20.6123,72.1667,4.6255125,4205,1,0,0
312,0,0,0,1,0,1,1,0,3,1,16.4,20.45395,75.8333,4.1671186,4109,1,0,0
313,0,0,0,1,0,1,1,0,4,1,15.58,18.68605,81.3333,12.667489,2933,0,1,0
314,0,0,0,1,0,1,1,1,5,0,13.290847,15.34085,44.625,21.083225,3368,1,0,0
315,0,0,0,1,0,1,1,0,6,0,14.623347,17.8971,55.2917,14.208154,4067,1,0,0
316,0,0,0,1,0,1,1,0,0,0,18.074153,21.5275,45.8333,18.875307,3717,1,0,0
317,0,0,0,1,0,1,1,0,1,1,21.73,26.2306,58.7083,20.541932,4486,1,0,0
318,0,0,0,1,0,1,1,0,2,1,21.73,25.37895,68.875,13.375411,4195,0,1,0
319,0,0,0,1,0,1,1,0,3,1,18.723347,22.5994,93.0,9.167543,1817,0,0,1
320,0,0,0,1,0,1,1,0,4,1,14.008347,16.16105,57.5833,20.459254,3053,0,1,0
321,0,0,0,1,0,1,1,0,5,1,11.240847,13.63605,41.0,11.291711,3392,1,0,0
322,0,0,0,1,0,1,1,0,6,0,13.495847,16.22415,50.2083,15.041232,3663,1,0,0
323,0,0,0,1,0,1,1,0,0,0,18.996653,22.8529,68.4583,12.45865,3520,0,1,0
324,0,0,0,1,0,1,1,0,1,1,18.3475,22.2531,91.0,9.249618,2765,0,0,1
325,0,0,0,1,0,1,1,0,2,1,17.083347,21.0848,96.25,7.959064,1607,0,0,1
326,0,0,0,1,0,1,1,0,3,1,18.074153,21.52685,75.7917,22.500275,2566,0,1,0
327,0,0,0,1,0,1,1,1,4,0,15.306653,18.62355,54.9167,11.209368,1495,1,0,0
328,0,0,0,1,0,1,1,0,5,1,15.375,19.03355,64.375,6.6260186,2792,1,0,0
329,0,0,0,1,0,1,1,0,6,0,15.409153,19.25435,68.1667,4.5841936,3068,1,0,0
330,0,0,0,1,0,1,1,0,0,0,18.825847,22.79,69.8333,13.999918,3071,1,0,0
331,0,0,0,1,0,1,1,0,1,1,20.642598,24.5061,74.3043,9.522174,3867,1,0,0
332,0,0,0,1,0,1,1,0,2,1,18.791653,22.56875,83.0833,17.292164,2914,0,1,0
333,0,0,0,1,0,1,1,0,3,1,13.325,15.56105,61.3333,18.167586,3613,1,0,0
334,0,0,0,1,1,0,0,0,4,1,12.8125,15.2777,52.4583,14.750586,3727,1,0,0
335,0,0,0,1,1,0,0,0,5,1,12.880847,16.57165,62.5833,6.750518,3940,1,0,0
336,0,0,0,1,1,0,0,0,6,0,12.265847,15.5302,61.2917,6.4174811,3614,1,0,0
337,0,0,0,1,1,0,0,0,0,0,13.564153,17.455,77.5833,5.6252061,3485,1,0,0
338,0,0,0,1,1,0,0,0,1,1,15.819153,19.69625,82.7083,4.1679561,3811,0,1,0
339,0,0,0,1,1,0,0,0,2,1,18.9625,22.82,94.9583,15.583061,2594,0,0,1
340,0,0,0,1,1,0,0,0,3,1,16.81,20.0123,97.0417,17.833725,705,0,0,1
341,0,0,0,1,1,0,0,0,4,1,10.899153,12.8469,58.0,16.083886,3322,1,0,0
342,0,0,0,1,1,0,0,0,5,1,11.924153,15.8771,69.5833,5.5420189,3620,1,0,0
343,0,0,0,1,1,0,0,0,6,0,11.275,13.3206,50.75,15.625807,3190,1,0,0
344,0,0,0,1,1,0,0,0,0,0,9.054153,12.6577,49.0,4.4582939,2743,1,0,0
345,0,0,0,1,1,0,0,0,1,1,9.771653,13.5098,67.0833,4.25115,3310,1,0,0
346,0,0,0,1,1,0,0,0,2,1,11.5825,15.0569,59.0,9.41685,3523,1,0,0
347,0,0,0,1,1,0,0,0,3,1,13.0175,16.9181,66.375,4.0842061,3740,0,1,0
348,0,0,0,1,1,0,0,0,4,1,17.3225,20.61185,63.4167,17.958814,3709,0,1,0
349,0,0,0,1,1,0,0,0,5,1,15.375,17.99125,50.0417,17.458525,3577,0,1,0
350,0,0,0,1,1,0,0,0,6,0,10.591653,12.46855,56.0833,16.292189,2739,0,1,0
351,0,0,0,1,1,0,0,0,0,0,9.771653,12.27895,58.625,11.375193,2431,1,0,0
352,0,0,0,1,1,0,0,0,1,1,11.343347,14.04665,63.75,11.584032,3403,1,0,0
353,0,0,0,1,1,0,0,0,2,1,15.819153,19.8227,59.5417,4.1252436,3750,0,1,0
354,0,1,0,1,1,0,0,0,3,1,17.561653,21.40085,85.8333,14.8338,2660,0,1,0
355,0,1,0,1,1,0,0,0,4,1,17.356653,21.30605,75.75,3.167425,3068,0,1,0
356,0,1,0,1,1,0,0,0,5,1,15.306653,18.87565,68.625,18.374482,2209,1,0,0
357,0,1,0,1,1,0,0,0,6,0,12.4025,14.9621,54.25,12.750368,1011,1,0,0
358,0,1,0,1,1,0,0,0,0,0,11.266103,13.99805,68.1304,10.391097,754,1,0,0
359,0,1,0,1,1,0,0,1,1,0,13.191299,15.77675,50.6957,16.044155,1317,1,0,0
360,0,1,0,1,1,0,0,0,2,1,13.325,16.38165,76.25,12.62615,1162,0,1,0
361,0,1,0,1,1,0,0,0,3,1,12.26433,13.9987,50.3913,19.695387,2302,1,0,0
362,0,1,0,1,1,0,0,0,4,1,10.181653,13.1946,57.4167,8.000604,2423,1,0,0
363,0,1,0,1,1,0,0,0,5,1,12.778347,15.9406,63.6667,9.000579,2999,1,0,0
364,0,1,0,1,1,0,0,0,6,0,16.81,20.70605,61.5833,14.750318,2485,1,0,0
365,0,1,1,0,0,0,1,0,0,0,15.17,18.78105,69.25,12.875189,2294,1,0,0
366,0,1,1,0,0,0,1,1,1,0,11.194763,12.6152,38.1304,22.087555,1951,1,0,0
367,0,1,1,0,0,0,1,0,2,1,6.15,6.31375,44.125,24.499957,2236,1,0,0
368,0,1,1,0,0,0,1,0,3,1,4.4075,5.96685,41.4583,12.3749,2368,0,1,0
369,0,1,1,0,0,0,1,0,4,1,10.899153,13.9206,52.4167,8.709129,3272,1,0,0
370,0,1,1,0,0,0,1,0,5,1,13.700847,17.01335,54.2083,11.249836,4098,1,0,0
371,0,1,1,0,0,0,1,0,6,0,16.126653,19.53895,53.1667,11.708786,4521,1,0,0
372,0,1,1,0,0,0,1,0,0,0,13.8375,17.0129,46.5,12.833314,3425,1,0,0
373,0,1,1,0,0,0,1,0,1,1,9.190847,12.37395,70.1667,6.6263,2376,0,1,0
374,0,1,1,0,0,0,1,0,2,1,12.656536,15.9413,64.6522,12.565984,3598,1,0,0
375,0,1,1,0,0,0,1,0,3,1,11.240847,14.14105,84.75,8.791807,2177,0,1,0
376,0,1,1,0,0,0,1,0,4,1,15.6825,19.0969,80.2917,12.124789,4097,0,1,0
377,0,1,1,0,0,0,1,0,5,1,11.240847,12.4681,50.75,25.333236,3214,1,0,0
378,0,1,1,0,0,0,1,0,6,0,7.38,9.15435,45.75,12.541261,2493,1,0,0
379,0,1,1,0,0,0,1,0,0,0,6.833347,8.08125,41.9167,16.834286,2311,1,0,0
380,0,1,1,0,0,0,1,1,1,0,7.79,9.53315,52.25,15.500986,2298,1,0,0
381,0,1,1,0,0,0,1,0,2,1,15.294763,18.2139,71.6087,23.39171,2935,0,1,0
382,0,1,1,0,0,0,1,0,3,1,12.436653,13.7627,44.3333,27.833743,3376,1,0,0
383,0,1,1,0,0,0,1,0,4,1,7.79,9.5019,49.75,14.750586,3292,1,0,0
384,0,1,1,0,0,0,1,0,5,1,8.9175,11.0479,45.0,13.58425,3163,0,1,0
385,0,1,1,0,0,0,1,0,6,0,7.106653,8.74375,83.125,14.917014,1301,0,1,0
386,0,1,1,0,0,0,1,0,0,0,6.6625,8.1125,79.625,13.375746,1977,0,1,0
387,0,1,1,0,0,0,1,0,1,1,8.951653,12.1529,91.125,7.417436,2432,0,1,0
388,0,1,1,0,0,0,1,0,2,1,14.0425,17.4554,83.5833,8.292389,4339,1,0,0
389,0,1,1,0,0,0,1,0,3,1,12.060847,14.74105,64.375,10.791757,4270,1,0,0
390,0,1,1,0,0,0,1,0,4,1,14.008347,17.8025,76.9583,4.9175186,4075,0,1,0
391,0,1,1,0,0,0,1,0,5,1,17.425,20.76915,74.125,22.958689,3456,0,1,0
392,0,1,1,0,0,0,1,0,6,0,12.949153,16.31895,54.3333,14.125543,4023,1,0,0
393,0,1,1,0,0,0,1,0,0,0,11.5825,13.63605,31.125,16.08335,3243,1,0,0
394,0,1,1,0,0,0,1,0,1,1,11.035847,13.13125,40.0833,14.458064,3624,1,0,0
395,0,1,1,0,0,0,1,0,2,1,15.99,19.06585,41.6667,17.541739,4509,1,0,0
396,0,1,1,0,0,1,0,0,3,1,19.235847,23.3269,50.7917,12.667489,4579,1,0,0
397,0,1,1,0,0,1,0,0,4,1,16.365847,19.94855,67.2917,12.541529,3761,0,1,0
398,0,1,1,0,0,1,0,0,5,1,12.846653,15.4673,52.6667,11.959232,4151,1,0,0
399,0,1,1,0,0,1,0,0,6,0,10.830847,13.63625,77.9583,8.167032,2832,0,1,0
400,0,1,1,0,0,1,0,0,0,0,10.899153,13.22605,68.7917,11.791732,2947,0,1,0
401,0,1,1,0,0,1,0,0,1,1,11.586969,14.8213,62.2174,10.3046,3784,1,0,0
402,0,1,1,0,0,1,0,0,2,1,14.520847,18.0552,49.625,9.874393,4375,1,0,0
403,0,1,1,0,0,1,0,0,3,1,10.523347,13.32105,72.2917,8.959307,2802,0,1,0
404,0,1,1,0,0,1,0,0,4,1,10.865,13.0994,56.2083,13.000479,3830,1,0,0
405,0,1,1,0,0,1,0,0,5,1,11.514153,14.6779,54.0,7.834243,3831,0,1,0
406,0,1,1,0,0,1,0,0,6,0,9.190847,10.54335,73.125,19.416332,2169,0,0,1
407,0,1,1,0,0,1,0,0,0,0,5.2275,5.0829,46.4583,27.417204,1529,1,0,0
408,0,1,1,0,0,1,0,0,1,1,9.1225,11.39565,41.125,11.207961,3422,1,0,0
409,0,1,1,0,0,1,0,0,2,1,13.085847,16.6973,50.875,9.458993,3922,0,1,0
410,0,1,1,0,0,1,0,0,3,1,14.281653,17.58145,53.125,12.1672,4169,1,0,0
411,0,1,1,0,0,1,0,0,4,1,12.983347,16.5081,75.2917,6.125475,3005,0,1,0
412,0,1,1,0,0,1,0,0,5,1,14.076653,17.58145,63.4583,13.791682,4154,1,0,0
413,0,1,1,0,0,1,0,0,6,0,14.213347,17.77125,53.4583,12.792243,4318,1,0,0
414,0,1,1,0,0,1,0,0,0,0,11.48,13.2894,51.5833,16.958504,2689,0,1,0
415,0,1,1,0,0,1,0,1,1,0,11.48,13.66955,50.7826,15.348561,3129,1,0,0
416,0,1,1,0,0,1,0,0,2,1,11.800866,14.75565,59.4348,13.783039,3777,1,0,0
417,0,1,1,0,0,1,0,0,3,1,16.229153,19.63335,56.7917,15.709557,4773,1,0,0
418,0,1,1,0,0,1,0,0,4,1,18.620847,22.2223,55.4583,12.791171,5062,1,0,0
419,0,1,1,0,0,1,0,0,5,1,16.7075,20.54855,73.75,15.916989,3487,0,1,0
420,0,1,1,0,0,1,0,0,6,0,11.924153,12.78375,39.5833,28.250014,2732,1,0,0
421,0,1,1,0,0,1,0,0,0,0,11.445847,13.4154,41.0,13.750343,3389,1,0,0
422,0,1,1,0,0,1,0,0,1,1,15.033347,17.8977,49.0833,17.958211,4322,1,0,0
423,0,1,1,0,0,1,0,0,2,1,14.725847,17.67625,39.5833,12.958939,4363,1,0,0
424,0,1,1,0,0,1,1,0,4,1,19.919153,23.76855,61.5417,15.208129,4990,1,0,0
425,0,1,1,0,0,1,1,0,5,1,14.486653,17.9921,65.7083,9.708568,3194,0,1,0
426,0,1,1,0,0,1,1,0,6,0,16.980847,20.6746,62.125,10.792293,4066,0,1,0
427,0,1,1,0,0,1,1,0,0,0,13.359153,15.15105,40.3333,22.416257,3423,1,0,0
428,0,1,1,0,0,1,1,0,1,1,9.976653,12.05855,50.625,15.333486,3333,1,0,0
429,0,1,1,0,0,1,1,0,2,1,10.591653,12.7521,45.6667,13.458625,3956,1,0,0
430,0,1,1,0,0,1,1,0,3,1,16.570847,19.255,51.3333,23.167193,4916,1,0,0
431,0,1,1,0,0,1,1,0,4,1,21.6275,26.2302,56.75,29.584721,5382,1,0,0
432,0,1,1,0,0,1,1,0,5,1,16.844153,19.85415,40.7083,27.7916,4569,0,1,0
433,0,1,1,0,0,1,1,0,6,0,11.7875,13.88835,35.0417,15.12525,4118,1,0,0
434,0,1,1,0,0,1,1,0,0,0,14.831299,17.9835,47.6957,14.913329,4911,1,0,0
435,0,1,1,0,0,1,1,0,1,1,19.133347,22.9796,48.9167,13.916771,5298,1,0,0
436,0,1,1,0,0,1,1,0,2,1,23.165,27.14645,61.75,15.87565,5847,1,0,0
437,0,1,1,0,0,1,1,0,3,1,23.4725,27.43085,50.7083,7.709154,6312,1,0,0
438,0,1,1,0,0,1,1,0,4,1,22.8575,26.64125,57.9583,10.042161,6192,1,0,0
439,0,1,1,0,0,1,1,0,5,1,17.869153,21.81145,84.2083,7.583864,4378,0,1,0
440,0,1,1,0,0,1,1,0,6,0,21.080847,25.2523,75.5833,7.417168,7836,0,1,0
441,0,1,1,0,0,1,1,0,0,0,19.3725,23.2,81.0,8.501161,5892,0,1,0
442,0,1,1,0,0,1,1,0,1,1,22.345,26.64105,72.875,10.875239,6153,1,0,0
443,0,1,1,0,0,1,1,0,2,1,22.994153,26.92665,80.7917,8.125157,6093,1,0,0
444,1,0,1,0,0,1,1,0,3,1,21.798347,25.6629,82.125,6.0004061,6230,0,1,0
445,1,0,1,0,0,1,1,0,4,1,22.720847,26.57835,83.125,7.876654,6871,1,0,0
446,1,0,1,0,0,1,1,0,5,1,24.668347,28.50335,69.4167,7.7921,8362,0,1,0
447,1,0,1,0,0,1,1,0,6,0,20.6025,24.33665,88.5417,12.916461,3372,0,1,0
448,1,0,1,0,0,1,1,0,0,0,17.9375,21.8744,88.0833,14.791925,4996,0,1,0
449,1,0,1,0,0,1,1,0,1,1,18.279153,21.9375,47.7917,25.917007,5558,1,0,0
450,1,0,1,0,0,1,1,0,2,1,13.256653,15.7827,29.0,12.541864,5102,1,0,0
451,1,0,1,0,0,1,1,0,3,1,19.850847,23.5475,48.125,19.541957,5698,1,0,0
452,1,0,1,0,0,1,1,0,4,1,20.260847,24.1152,43.9167,21.41655,6133,1,0,0
453,1,0,1,0,0,1,1,0,5,1,15.17,18.78105,58.0833,9.250489,5459,0,1,0
454,1,0,1,0,0,1,1,0,6,0,17.390847,21.0854,73.8333,16.791339,6235,0,1,0
455,1,0,1,0,1,0,0,0,0,0,17.459153,20.86435,67.625,11.541889,6041,0,1,0
456,1,0,1,0,1,0,0,0,1,1,17.790433,21.37565,50.4348,20.913313,5936,1,0,0
457,1,0,1,0,1,0,0,0,2,1,19.133347,23.07415,39.6667,6.708911,6772,1,0,0
458,1,0,1,0,1,0,0,0,3,1,22.208347,26.6725,46.9583,12.125325,6436,1,0,0
459,1,0,1,0,1,0,0,0,4,1,17.835,21.55815,37.4167,14.708443,6457,1,0,0
460,1,0,1,0,1,0,0,0,5,1,16.536653,19.53835,37.7083,20.125996,6460,1,0,0
461,1,0,1,0,1,0,0,0,6,0,17.9375,21.30645,25.4167,18.416357,6857,1,0,0
462,1,0,1,0,1,0,0,0,0,0,20.5,24.62125,27.5833,15.583932,5169,1,0,0
463,1,0,1,0,1,0,0,0,1,1,20.055847,23.8319,31.75,23.999132,5585,1,0,0
464,1,0,1,0,1,0,0,0,2,1,18.313347,21.81165,43.5,16.708125,5918,1,0,0
465,1,0,1,0,1,0,0,0,3,1,14.296536,16.8637,46.9565,19.783358,4862,1,0,0
466,1,0,1,0,1,0,0,0,4,1,16.2975,19.3802,46.625,19.458743,5409,1,0,0
467,1,0,1,0,1,0,0,0,5,1,18.1425,21.5904,40.8333,10.416557,6398,1,0,0
468,1,0,1,0,1,0,0,0,6,0,20.295,24.3998,50.2917,12.791439,7460,1,0,0
469,1,0,1,0,1,0,0,0,0,0,24.873347,28.69375,50.7917,15.083643,7132,1,0,0
470,1,0,1,0,1,0,0,1,1,0,27.230847,30.74625,56.1667,19.083543,6370,1,0,0
471,1,0,1,0,1,0,0,0,2,1,24.941653,29.92435,39.0417,18.333143,6691,1,0,0
472,1,0,1,0,1,0,0,0,3,1,18.996653,22.8519,56.9167,11.250104,4367,0,1,0
473,1,0,1,0,1,0,0,0,4,1,20.431653,24.6523,61.25,4.4172564,6565,1,0,0
474,1,0,1,0,1,0,0,0,5,1,21.593347,25.78875,69.4583,10.041357,7290,1,0,0
475,1,0,1,0,1,0,0,0,6,0,23.37,27.14605,68.2917,19.000329,6624,1,0,0
476,1,0,1,0,1,0,0,0,0,0,16.263347,19.4752,83.5417,23.084582,1027,0,0,1
477,1,0,1,0,1,0,0,0,1,1,13.188347,15.05625,76.6667,20.334232,3214,0,1,0
478,1,0,1,0,1,0,0,0,2,1,16.946653,20.26415,45.4167,16.708661,5633,1,0,0
479,1,0,1,0,1,0,0,0,3,1,19.543347,23.51585,42.7917,7.959064,6196,1,0,0
480,1,0,1,0,1,0,0,0,4,1,20.431653,24.17915,75.6667,11.833875,5026,0,1,0
481,1,0,1,0,1,0,0,0,5,1,18.7575,22.63185,40.0833,23.291411,6233,1,0,0
482,1,0,1,0,1,0,0,0,6,0,15.443347,18.8752,48.9583,8.708325,4220,0,1,0
483,1,0,1,0,1,0,0,0,0,0,18.791653,22.50605,58.7083,7.832836,6304,1,0,0
484,1,0,1,0,1,0,0,0,1,1,19.030847,22.8848,57.0,11.499746,5572,0,1,0
485,1,0,1,0,1,0,1,0,2,1,25.146653,28.85105,65.9583,10.458432,5740,0,1,0
486,1,0,1,0,1,0,1,0,3,1,23.130847,26.8948,79.7083,9.249886,6169,1,0,0
487,1,0,1,0,1,0,1,0,4,1,22.96,26.8621,76.8333,8.957632,6421,0,1,0
488,1,0,1,0,1,0,1,0,5,1,25.7275,29.54585,73.5417,10.916846,6296,1,0,0
489,1,0,1,0,1,0,1,0,6,0,25.488347,29.2304,75.6667,10.250464,6883,0,1,0
490,1,0,1,0,1,0,1,0,0,0,23.0625,27.33685,74.0,10.041893,6359,0,1,0
491,1,0,1,0,1,0,1,0,1,1,22.0375,26.3571,66.4167,15.458307,6273,0,1,0
492,1,0,1,0,1,0,1,0,2,1,23.848347,27.87355,68.5833,19.833943,5728,0,1,0
493,1,0,1,0,1,0,1,0,3,1,23.575,27.65125,74.4167,14.499604,4717,0,1,0
494,1,0,1,0,1,0,1,0,4,1,20.739153,24.58915,55.2083,21.042221,6572,1,0,0
495,1,0,1,0,1,0,1,0,5,1,21.866653,26.04165,36.0417,15.874779,7030,1,0,0
496,1,0,1,0,1,0,1,0,6,0,23.130847,27.24085,48.0417,8.249911,7429,1,0,0
497,1,0,1,0,1,0,1,0,0,0,25.1125,29.2619,57.625,15.082839,6118,1,0,0
498,1,0,1,0,1,0,1,0,1,1,23.506653,27.495,78.9583,14.250364,2843,0,1,0
499,1,0,1,0,1,0,1,0,2,1,25.078347,28.8202,79.4583,9.875264,5115,0,1,0
500,1,0,1,0,1,0,1,0,3,1,26.103347,29.79875,69.7917,8.208304,7424,1,0,0
501,1,0,1,0,1,0,1,0,4,1,24.326653,28.63065,52.0,15.374825,7384,1,0,0
502,1,0,1,0,1,0,1,0,5,1,23.130847,27.55605,52.3333,9.166739,7639,1,0,0
503,1,0,1,0,1,0,1,0,6,0,24.6,28.3454,45.625,5.626325,8294,1,0,0
504,1,0,1,0,1,0,1,0,0,0,25.454153,29.19835,53.0417,17.042589,7129,1,0,0
505,1,0,1,0,1,0,1,0,1,1,24.531653,28.28335,81.125,15.624668,4359,0,1,0
506,1,0,1,0,1,0,1,0,2,1,25.215,29.04125,76.5833,7.917189,6073,0,1,0
507,1,0,1,0,1,0,1,0,3,1,25.488347,29.2306,77.4583,6.834,5260,0,1,0
508,1,0,1,0,1,0,1,0,4,1,26.855,30.335,71.6667,11.584032,6770,1,0,0
509,1,0,1,0,1,0,1,0,5,1,27.88,31.37645,74.7083,9.41685,6734,1,0,0
510,1,0,1,0,1,0,1,0,6,0,28.3925,32.1348,73.25,13.332464,6536,1,0,0
511,1,0,1,0,1,0,1,0,0,0,28.29,32.07125,69.7083,14.416457,6591,1,0,0
512,1,0,1,0,1,0,1,1,1,0,29.2125,33.965,67.625,13.166907,6043,1,0,0
513,1,0,1,0,1,0,1,0,2,1,29.6225,33.6496,68.4583,19.7918,5743,1,0,0
514,1,0,1,0,1,0,1,0,3,1,26.923347,30.55645,67.0,9.000043,6855,0,1,0
515,1,0,1,0,1,0,1,0,4,1,27.88,31.56645,49.2917,13.083693,7338,1,0,0
516,1,0,1,0,1,1,0,0,5,1,26.820847,30.3981,75.5417,15.916721,4127,0,1,0
517,1,0,1,0,1,1,0,0,6,0,23.916653,28.3144,54.9167,12.499654,8120,1,0,0
518,1,0,1,0,1,1,0,0,0,0,24.7025,28.75665,49.3333,12.333829,7641,1,0,0
519,1,0,1,0,1,1,0,0,1,1,24.4975,28.91415,48.7083,19.083811,6998,1,0,0
520,1,0,1,0,1,1,0,0,2,1,22.174153,26.2946,61.3333,14.041525,7001,0,1,0
521,1,0,1,0,1,1,0,0,3,1,22.720847,27.1146,61.125,5.167375,7055,1,0,0
522,1,0,1,0,1,1,0,0,4,1,24.7025,28.4721,56.7083,10.54245,7494,1,0,0
523,1,0,1,0,1,1,0,0,5,1,26.615847,29.8931,46.7917,11.750661,7736,1,0,0
524,1,0,1,0,1,1,0,0,6,0,29.144153,32.41835,43.7083,9.667229,7498,1,0,0
525,1,0,1,0,1,1,0,0,0,0,29.793347,33.17585,53.8333,8.959307,6598,1,0,0
526,1,0,1,0,1,1,0,0,1,1,29.554153,32.98605,58.7917,13.916771,6664,0,1,0
527,1,0,1,0,1,1,0,0,2,1,26.786653,29.89375,83.3333,14.374582,4972,0,1,0
528,1,0,1,0,1,1,0,0,3,1,26.889153,30.55585,58.2083,22.999693,7421,1,0,0
529,1,0,1,0,1,1,0,0,4,1,26.581653,31.21915,56.9583,17.000111,7363,1,0,0
530,1,0,1,0,1,1,0,0,5,1,26.205847,29.9877,58.9583,11.833339,7665,1,0,0
531,1,0,1,0,1,1,0,0,6,0,25.898347,29.7354,50.4167,11.166689,7702,1,0,0
532,1,0,1,0,1,1,0,0,0,0,24.2925,28.59875,59.875,9.708568,6978,1,0,0
533,1,0,1,0,1,1,0,0,1,1,23.301653,27.2421,77.7917,11.707982,5099,0,1,0
534,1,0,1,0,1,1,0,0,2,1,28.221653,32.7346,69.0,9.917139,6825,1,0,0
535,1,0,1,0,1,1,0,0,3,1,32.0825,36.04875,59.2083,7.625404,6211,1,0,0
536,1,1,1,0,1,1,0,0,4,1,33.039153,37.6271,56.7917,7.958729,5905,1,0,0
537,1,1,1,0,1,1,0,0,5,1,31.8775,36.20605,57.375,12.250414,5823,1,0,0
538,1,1,1,0,1,1,0,0,6,0,29.998347,32.6396,53.4583,12.041307,7458,1,0,0
539,1,1,1,0,1,1,0,0,0,0,30.476653,33.7127,47.9167,9.750175,6891,1,0,0
540,1,1,1,0,1,1,0,0,1,1,29.349153,32.7021,50.4167,20.125661,6779,1,0,0
541,1,1,1,0,1,1,0,0,2,1,25.864153,29.7352,37.3333,23.292014,7442,1,0,0
542,1,1,1,0,1,1,0,0,3,1,28.5975,32.0396,36.0,18.208925,7335,1,0,0
543,1,1,1,0,1,1,0,0,4,1,30.715847,33.7756,42.25,11.50055,6879,1,0,0
544,1,1,1,0,1,1,0,0,5,1,34.200847,39.33065,48.875,11.082939,5463,1,0,0
545,1,1,1,0,1,1,0,0,6,0,31.365,34.3754,60.125,10.791757,5687,1,0,0
546,1,1,1,0,1,1,1,0,0,0,33.449153,37.53145,51.875,11.291443,5531,1,0,0
547,1,1,1,0,1,1,1,0,1,1,32.048347,35.1019,44.7083,13.082889,6227,1,0,0
548,1,1,1,0,1,1,1,0,2,1,32.014153,35.1325,49.2083,8.457879,6660,1,0,0
